corrupt;yozlaşmış
innards;bağırsaklar
innate;doğuştan
inner bark;iç kabuk
inner dimeter;iç vezinli mısra
inner ear;İç kulak
inner keel;iç salma
inner layer;iç katman
inner nucleus;iç çekirdeği
inner port;iç liman
inner surface;iç yüzey
inner synchromesh disk;İç senkromeç ​​diski
inner tube;iç lastik
inner;iç
innermost;en içteki
innervate;sinir sistemine bağlamak
innervation;innervasyon
innings;vuruş sırası
innkeeper;hancı
innocence;saflık
innocent;masum
innocuous;zararsız
innominate bone;isimsiz kemik
innominate;isimsiz
innovate;yenilik yapmak
innovation;yenilik
innovator;yenilikçi
innuendo;ima
innumerable;sayısız
inobservance;dikkatsizlik
inoculate;aşılamak
inoculation gun;aşılama tabancası
inoculation;aşılama
inodorous;kokusuz
inoffensive;zararsız
inoffensiveness;zararsızlık
inofficial;gayriresmi
inoperable;ameliyat edilemez
inoperative account;çalışmayan hesap
inoperative;etkisiz
inopportune;münasebetsiz
inordinate;aşırı
inorganic chemistry;inorganik kimya
inorganic compound;inorganik bileşik
inorganic soil;inorganik toprak
inorganic;inorganik
inosculate;birleşmek
inositol;inositol
inpatient;yatan hasta
inpayment;ödeme
inphase;eş fazlı
inpouring;içe akan
input data;giriş verileri
input device;giriş aygıtı
input level;giriş seviyesi
input process;giriş işlemi
input program;giriş programı
input record;giriş kayıt
input;giriş
input-output;giriş çıkış
inquest;tahkikat
inquietude;kaygı
inquire about (a thing);hakkında bilgi (bir şeyin)
inquire after (a person);soruşturdun (kişi)
inquire;sormak
inquiring;soran
inquiry;soruşturma
inquisition;Engizisyon mahkemesi
inquisitive;meraklı
inquisitiveness;meraklılık
inquisitor;engizisyon mahkemesi üyesi
inroads;gedikler
inrush;akın
insalubrious;sağlığa zararlı
insalubrity;sağlıksızlık
insane asylum;akıl hastanesi
insane;deli
insanitary;sağlıksız
insanity;delilik
insatiable;doyumsuz
insatiableness;insatiableness
insatiate;insatiate
inscribe;kazımak
inscription;yazıt
inscriptive;yazılı
inscrutable;esrarlı
insect eater;böcek yiyen
insect pests;haşereleri
insect;böcek
insecticide;böcek ilacı
insectivore;böcekçil canlı
insectivorous;böcekçil
insecure;güvensiz
inseminate;döllemek
insemination;tohumlama
insensate;hissiz
insensibility;duyarsızlık
insensible;duyarsız
insensitive;duyarsız
insensitiveness;duyarsızlık
insentient;hissiz
inseparable;ayrılmaz
insert;eklemek
insertion;sokma
inset;ilave
inshore;kıyıda
inside diameter;iç çapı
inside left;iç sol
inside out;tersyüz
inside right;sağ iç
inside wall;duvarın içinde
inside;içeride
insider;içerideki
insides;içi
insidious;sinsi
insidiousness;hainlik
insight;Içgörü
insignia;nişanlar
insignificance;anlamsızlık
insignificancy;değersizlik
insignificant;önemsiz
insincere;samimiyetsiz
insincerity;samimiyetsizlik
insinuate;çıtlatmak
insinuation;ima
insipid;tatsız
insipidity;tatsızlık
insipidness;yavanlık
insist;ısrar etmek
insistence;ısrar
insistency;insistency
insistent;ısrarcı
insobriety;aşırılık
insofar as;sürece
insolate;insolate
insolation;güneş çarpması
insole;ayakkabı astarı
insolence;küstahlık
insolent;küstah
insolubility;erimezlik
insoluble in water;suda çözünmez
insoluble;çözünmez
insolvable;insolvable
insolvency;iflas
insolvent;iflas etmiş
insomnia;uykusuzluk hastalığı
insomniac;uykusuzluk hastası
insomuch as;Mademki
insomuch that;o kadar ki
insomuch;o derece
insouciance;ilgisizlik
insouciant;kaygısız
inspan;inspan
inspect;denetlemek
inspection hole;muayene deliği
inspection report;Denetim raporu
inspection;teftiş
inspector;müfettiş
inspectorate;müfettişlik
inspiraional;inspiraional
inspiration;ilham
inspiratory;inspiratuar
inspire;ilham vermek
inspirit;neşelendirmek
inspissate;inspissate
inspring;baharda
instability;kararsızlık
instable;kararsız
install;kurmak
installation date;kurulum tarihi
installation time;kurulum süresi
installation;Kurulum
installment selling;taksit satış
installment;taksit
instalment credit;tüketici kredisi
instalment plan;taksit yöntemi
instalment sale;taksitli satış
instalment;taksit
instance;örnek
instant coffee;hazır kahve
instant;anlık
instantaneous water heater;ani su ısıtıcısı
instantaneous;ani
instantaneously;hemen
instanter;derhal
instantly;anında
instar;evre
instate;yatırmak
instauration;tazeleme
instead of;yerine
instead;yerine
instep;ayağın üst kısmı
instigate;tahrik
instigation;kışkırtma
instigator;kışkırtıcı
instil;aşılamak
instill;aşılamak
instinct;içgüdü
instinctive;içgüdüsel
instinctively;içgüdüsel
institute an inquiry;soruşturma açmak
institute;enstitü
institution;kurum
institutional economics;kurumsal iktisat
institutional investors;kurumsal yatırımcılar
institutional;kurumsal
institutionalize;kurumlaştırmak
instruct;öğretmek
instruction book;Talimat kitabı
instruction word;talimat kelime
instruction;talimat
instructions;Talimatlar
instructive;öğretici
instructor;eğitmen
instrument board;gösterge panosu
instrument flying;enstrüman uçan
instrument landing;aletli iniş
instrument panel;enstrüman paneli
instrument;müzik aleti
instrumental error;alet hatası
instrumental;enstrümental
instrumentalist;çalgıcı
instrumentality;vasıta
instruments;enstrümanlar
insubordinate;asi
insubordination;asilik
insubstantial;temelsiz
insufferable;çekilmez
insufficiency;yetmezlik
insufficient;yetersiz
insufflate;üflemek
insufflation;üfleme
insufflator;üflemeyici
insulant;izolasyon maddesi
insular;tecrit edilmiş
insularity;dar görüşlülük
insulate;yalıtmak
insulated;yalıtımlı
insulating compound;izolasyon maddesi
insulating joint;yalıtım contası
insulating material;İzolasyon malzemesi
insulating plate;yalıtkan plaka
insulating switch;yalıtım anahtarı
insulating tape;izole bant
insulating;yalıtım
insulation;izolasyon
insulator;yalıtkan
insulin;ensülin
insult;hakaret
insulting;aşağılayıcı
insuperable;aşılmaz
insupportable;çekilmez
insurance agent;sigorta acentası
insurance broker;sigorta komisyoncusu
insurance company;sigorta şirketi
insurance contract;sigorta sözleşmesi
insurance cover;Sigortanız
insurance demand;sigorta talebi
insurance expert;sigorta uzmanı
insurance money;sigorta parası
insurance policy;sigorta poliçesi
insurance premium;sigorta primi
insurance value;sigorta değeri
insurance;sigorta
insure;sigortalamak
insured person;sigortalı kişi
insured;sigortalı
insurer;sigortacı
insurgence;ayaklanma
insurgency;isyan
insurgent;isyancı
insurmountable;aşılmaz
insurrection;ayaklanma
insurrectist;insurrectist
insusceptibility;duygusuzluk
insusceptible;vurdumduymaz
intact;bozulmamış
intaglio;oyma
intake of food;Gıda alımı
intake valve;emme valfi
intake;giriş
intangibility;anlaşılmazlık
intangible;maddi olmayan
intarsia;kakmacılık
integer;tamsayı
integral calculus;Integral hesabı
integral equation;İntegral denklem
integral;integral
integrand;integrand
integrant;bütünleyici
integrate;birleştirmek
integrated circuit;entegre devre
integrated;entegre
integration;bütünleşme
integrator;entegratör
integrity;bütünlük
integument;zar
integumentary;deriye ait
intellect;akıl
intellectual;entellektüel
intellectuality;entellektüellik
intelligence department office;istihbarat departmanı ofis
intelligence department;istihbarat departmanı
intelligence quotient;zekâ katsayısı
intelligence test;zeka testi
intelligence;zeka
intelligent;akıllı
intelligently;akıllıca
intelligentsia;aydınlar
intelligible;anlaşılır
intellingibility;intellingibility
intemperance;ölçüsüzlük
intemperate;taşkın
intend;niyet etmek
intendant;idareci
intended;istenilen
intense colour;yoğun renk
intense light;yoğun ışık
intense;yoğun
intensely;yoğun biçimde
intensification;yoğunlaştırma
intensifier;koyulaştırıcı
intensify;yoğunlaştırmak
intensity level;yoğunluk seviyesi
intensity of light source;ışık kaynağının yoğunluğu
intensity of light;ışık yoğunluğu
intensity of radiation;radyasyon şiddeti
intensity of sound;ses şiddeti
intensity;yoğunluk
intensive care unit;yoğun bakım ünitesi
intensive care;yoğun bakım
intensive;yoğun
intent;niyet
intention;niyet
intentional destruction;kasıtlı yıkım
intentional;kasıtlı
intentionally;kasten
intently;dikkatle
intentness;gayret
inter;arası
inter-;arası
inter-bank borrowing;Bankalararası borçlanma
inter-bank money market;bankalararası para piyasası
inter-bank;bankalar arası
interact;etkileşim
interaction;etkileşim
interactive language;İnteraktif dil
interactive program;etkileşimli program
interactive;interaktif
interbank market;bankalararası piyasada
interbank rate;bankalararası oranı
interbank;bankalararası
interbreed;melezlemek
intercalate;araya eklemek
intercalation;ortaya ekleme
intercede;aracılık etmek
intercellular;hücreler arası
intercept;yolunu kesmek
interception;durdurma
interceptor;önleme uçağı
intercessor;arabulucu
interchange;kavşak
interchangeable;yer değiştirebilir
interchngeability;interchngeability
intercity;şehirlerarası
intercollegiate;üniversiteler arası
intercolumniation;Sütun aralıkları
intercom;interkom
intercommunicate;haberleşmek
intercommunication;haberleşme
intercommunity;müşterek olma
intercompany;şirketler arası
interconnect;ara bağlantı
interconnected;birbirine bağlı
interconnection;ara bağlantı
intercontinental;kıtalar arası
intercorporate relations;intercorporate ilişkiler
intercorporate;şirketler arası
intercourse;ilişki
interdenominational;mezhepler arası
interdental;diş arası
interdependence;Dayanışma
interdependent;birbirine bağlı
interdict;yasak
interdiction;yasaklama
interest account;faiz hesabı
interest bearing;faiz haddi
interest ceiling;faiz tavanı
interest certificate;faiz sertifikası
interest coupon;faiz kuponu
interest due;nedeniyle faiz
interest for default;Varsayılan faiz
interest in arrears;gecikmiş faiz
interest on capital;sermaye faiz
interest on money;para faiz
interest payable;ödenecek faiz
interest rate;faiz oranı
interest table;faiz tablosu
interest;faiz
interest-free;faizsiz
interested in a thing;Bir şeyle ilgilenir
interested;Ilgilenen
interesting;ilginç
interface;arayüzey
interfacial;arayüzey
interfere;karışmak
interference reception;parazit alımı
interference suppression;parazitsizleştirme
interference;girişim
interferometer;girişim aracı
interferometry;enterforemetre
interferon;interferon
interfix;Interfix
interfluent;birbirine akan
interfuse;karışmak
interglacial;interglasiyel
interim aid;geçici yardım
interim balance;ara bilanço
interim bond;ara bağ
interim certificate;geçici belge
interim credit;geçici kredi
interim dividend;geçici temettü
interim rate;geçici oranı
interim report;ara rapor
interim statement;ara rapor
interim;geçici
interindustry;endüstrilerarası
interior angle;iç açı
interior decoration;iç dekorasyon
interior decorator;iç dekoratör
interior fittings;iç düzenleme
interior monologue;iç monolog
interior planet;iç gezegen
interior surface;iç yüzeyinin
interior wiring;iç tesisat
interior;iç
interject;arada söylemek
interjection;ünlem
interjective;interjective
interlace;karıştırmak
interlacing;bir araya geçme
interline;astar koymak
interlinear;satır arasına yazılmış
interlock;interlok
interlocution;diyalog
interlocutor;muhatap
interlocutory injunction;geçici önlem
interlocutory;ara
interloper;karışan tip
interlude;interlüd
intermarry;yabancı ile evlenmek
intermeddle;karışmak
intermediary;aracı
intermediate colour;ara renk
intermediate product;orta seviye ürün
intermediate trade;aracılık
intermediate;orta düzey
interment;defin
intermezzo;intermezzo
interminable;bitmez tükenmez
interminably;sürüp giden
intermingle;karıştırmak
intermission;perde arası
intermit;kesilmek
intermittent current;aralıklı akım
intermittent duty;aralıklı görev
intermittent;aralıklı
intermittently;aralıklı olarak
intermix;birbirine karışmak
intermodulation;arakiplenim
intermolecular;moleküller arası
intern;Stajyer
internal affairs;içişleri
internal brake;iç fren
internal circuit;dahili devre
internal combustion engine;İçten yanmalı motor
internal combustion;içten yanma
internal debt;iç borç
internal migration;iç göç
internal phoneme;içses
internal pressure;iç basınç
internal storage;dahili depolama
internal structure;iç yapı
internal voltage;iç gerilimi
internal;iç
internalization;içselleştirme
internalize;özümsemek
internally;içten
international business;Uluslararası iş
international exchange;Uluslararası değişim
international labour law;uluslararası iş hukuku
international mercantile law;uluslararası ticaret hukuku
international monetary economics;uluslararası parasal iktisat
international money;uluslararası para
international nautical mile;uluslararası deniz mili
international private law;uluslararası özel hukuk
international sea traffic;uluslararası deniz trafiği
international trade;Uluslararası Ticaret
international transportation;uluslararası taşımacılık
international;Uluslararası
internationalism;enternasyonalizm
internationalize;uluslararası hale getirmek
internment;hapsetme
internode;boğum
interpellate;gensoru vermek
interpellation;gensoru
interpenetrate;içine işlemek
interphase;interfaz
interphone;interkom
interplanetary;gezegenler arası
interplay;etkileşim
interpolate;arasına sokmak
interpolation;interpolasyon
interpose;ileri sürmek
interposition;araya girme
interpret as;olarak yorumlamak
interpret;yorumlamak
interpretable;yorumlanabilir
interpretation;yorumlama
interpreter;tercüman
interpretive language;yorumsal dil
interpretive;yorumsal
interrelated;ilişkili
interrelation;karşılıklı ilişki
interrogate;sorgulamak
interrogating judge;sorgulama yargıç
interrogation;sorgu
interrogative adjective;soru sıfat
interrogative adverb;soru zarf
interrogative particle;soru partikül
interrogative pronoun;soru zamiri
interrogative sentence;soru cümlesi
interrogative;soru
interrogatory;soru ifade eden
interrupt;kesmek
interrupted;kesilmiş
interrupter;karışan kimse
interruption;kesinti
intersect;kesişmek
intersecting;kesişen
intersection point;kesişim noktası
intersection;kesişim
intersex;interseks
intersexual;hem dişi hem erkek
interspace;aralık
intersperse;serpmek
interstage;interstage
interstate;eyaletler arası
interstellar;yıldızlar arası
interstice;çatlak
interstitial;çatlak
intertribal;kabileler arası
intertropical;intertropical
intertwine;birbirine dolaşmak
interval;Aralık
intervene;araya girmek
intervening;Aradan
intervention policy;müdahale politikası
intervention;müdahale
interventionist;müdahale eden kimse
intervertebral;İntervertebral
interview;röportaj
interviewee;başvuran kimse
interviewer;görüşmeci
intervocalic;intervocalic
interweave;birlikte örmek
intestacy;vasiyeti olmama
intestate;vasiyetsiz
intestinal flora;bağırsak florası
intestinal;bağırsak
intestine;bağırsak
intimacy;samimiyet
intimate friend;yakın arkadaş
intimate;samimi
intimation;çıtlatma
intimidate;korkutmak
intimidation;gözdağı
into smithereens;tuz buz haline
into the bargain;cabası
into thin air;ince havaya
into;içine
intolerable;dayanılmaz
intolerance;hoşgörüsüzlük
intolerant;hoşgörüsüz
intonation;tonlama
intone;makamlı okumak
intoneme;intoneme
intoxicant;sarhoş edici
intoxicate;kendinden geçirmek
intoxicating;alkollü
